Station Name,Station Code,"Station
Category",Division,Zone,District,State,Latitudes,Longitudes
BHORAS BUDRUKH,BFJ,HG2,BHUSAWAL,CR,JALGAON,MAHARASHTRA,75.01429200000001,20.538301
JAMNER,JMNR,HG2,BHUSAWAL,CR,JALGAON,MAHARASHTRA,75.77482301741838,20.80642760713478
ANJANGAON,ANJ,HG3,BHUSAWAL,CR,AMRAVATI,MAHARASHTRA,77.31896504759789,21.163199753077336
BANOSA,BASA,HG3,BHUSAWAL,CR,AMRAVATI,MAHARASHTRA,,
BHADSIVNI,BDKE,HG3,BHUSAWAL,CR,WASHIM,MAHARASHTRA,,
BHAGDARA,BGR,HG3,BHUSAWAL,CR,JALGAON,MAHARASHTRA,,
BORVIHIR,BRVR,HG3,BHUSAWAL,CR,DHULE,MAHARASHTRA,74.8417412,20.7843263
CHAMAK,CMK,HG3,BHUSAWAL,CR,AMRAVATI,MAHARASHTRA,,
DARWHA MOTI BAGH JN.,DWM,HG3,BHUSAWAL,CR,YAVATMAL,MAHARASHTRA,,
KAPUSTALNI,KTNI,HG3,BHUSAWAL,CR,AMRAVATI,MAHARASHTRA,,
KARANJA,KRJA,HG3,BHUSAWAL,CR,WASHIM,MAHARASHTRA,77.48152183368802,20.491825750710376
KARANJA TOWN,KRJT,HG3,BHUSAWAL,CR,WASHIM,MAHARASHTRA,,
KHUSTA BUZURG,KSBG,HG3,BHUSAWAL,CR,AMRAVATI,MAHARASHTRA,,
KINKHED,KQV,HG3,BHUSAWAL,CR,AKOLA,MAHARASHTRA,,
KOHDAD,KDK,HG3,BHUSAWAL,CR,EAST NIMAR,MADHYA PRADESH,76.36547849,21.7026228941
KOKALDA,KXD,HG3,BHUSAWAL,CR,AMRAVATI,MAHARASHTRA,,
KOLHADI,KLHD,HG3,BHUSAWAL,CR,JALGAON,MAHARASHTRA,76.058938,20.900243
LADKHED,LDD,HG3,BHUSAWAL,CR,YAVATMAL,MAHARASHTRA,,
LAKHPURI,LPU,HG3,BHUSAWAL,CR,AKOLA,MAHARASHTRA,,
LASINA,LSN,HG3,BHUSAWAL,CR,YAVATMAL,MAHARASHTRA,,
LEHGAON,LGN,HG3,BHUSAWAL,CR,AMRAVATI,MAHARASHTRA,,
LING,LING,HG3,BHUSAWAL,CR,YAVATMAL,MAHARASHTRA,87.3615834955126,25.290391816004586
MANDURA,MNDA,HG3,BHUSAWAL,CR,AKOLA,MAHARASHTRA,77.52258400000001,20.78015
MOHADI PRAGANE LALIN,MHAD,HG3,BHUSAWAL,CR,DHULE,MAHARASHTRA,74.77978399999999,20.863002
MORDAD TANDA,MWK,HG3,BHUSAWAL,CR,DHULE,MAHARASHTRA,74.904782,20.688190000000002
MURTIZAPUR TOWN,MZRT,HG3,BHUSAWAL,CR,AKOLA,MAHARASHTRA,,
NOWBAGH,NBGH,HG3,BHUSAWAL,CR,AMRAVATI,MAHARASHTRA,,
PAHUR,PHU,HG3,BHUSAWAL,CR,JALGAON,MAHARASHTRA,,
PIMPALGAON,PMGN,HG3,BHUSAWAL,CR,JALGAON,MAHARASHTRA,,
POHE,POHE,HG3,BHUSAWAL,CR,WASHIM,MAHARASHTRA,,
RAJMANE,RM,HG3,BHUSAWAL,CR,JALGAON,MAHARASHTRA,74.941672,20.643085
SANGWI,SWQ,HG3,BHUSAWAL,CR,YAVATMAL,MAHARASHTRA,,
SHENDURNI,SDRN,HG3,BHUSAWAL,CR,JALGAON,MAHARASHTRA,,
SHIRALA,SIRL,HG3,BHUSAWAL,CR,AMRAVATI,MAHARASHTRA,77.726017,21.123835999999997
SOMTHAN,SMTN,HG3,BHUSAWAL,CR,WASHIM,MAHARASHTRA,,
TAPONA,TPN,HG3,BHUSAWAL,CR,YAVATMAL,MAHARASHTRA,,
VARKHEDI,VRKD,HG3,BHUSAWAL,CR,JALGAON,MAHARASHTRA,,
VILEGAON,VLN,HG3,BHUSAWAL,CR,WASHIM,MAHARASHTRA,,
WARUDKHED,WRD,HG3,BHUSAWAL,CR,YAVATMAL,MAHARASHTRA,,
NASHIK ROAD,NK,NSG2,BHUSAWAL,CR,NASHIK,MAHARASHTRA,73.841897,19.947627
AKOLA JN.,AK,NSG3,BHUSAWAL,CR,AKOLA,MAHARASHTRA,77.005497,20.723084
AMRAVATI,AMI,NSG3,BHUSAWAL,CR,AMRAVATI,MAHARASHTRA,77.7577863,20.930082900000002
BADNERA JN.,BD,NSG3,BHUSAWAL,CR,AMRAVATI,MAHARASHTRA,77.73231969999999,20.8567925
BHUSAVAL JN.,BSL,NSG3,BHUSAWAL,CR,JALGAON,MAHARASHTRA,75.78867170000001,21.0472812
JALGAON JN,JL,NSG3,BHUSAWAL,CR,JALGAON,MAHARASHTRA,75.56287499999999,21.018114999999998
KHANDWA,KNW,NSG3,BHUSAWAL,CR,EAST NIMAR,MADHYA PRADESH,76.353227,21.823596
MANMAD JN.,MMR,NSG3,BHUSAWAL,CR,NASHIK,MAHARASHTRA,74.438305,20.249887
SHEGAON,SEG,NSG3,BHUSAWAL,CR,BULDHANA,MAHARASHTRA,76.690331,20.801724
BURHANPUR,BAU,NSG4,BHUSAWAL,CR,BURHANPUR,MADHYA PRADESH,76.1986787,21.3343976
CHALISGAON JN,CSN,NSG4,BHUSAWAL,CR,JALGAON,MAHARASHTRA,74.999049,20.464109
MALKAPUR,MKU,NSG4,BHUSAWAL,CR,BULDHANA,MAHARASHTRA,76.202946,20.891974
BODWAD,BDWD,NSG5,BHUSAWAL,CR,JALGAON,MAHARASHTRA,76.017046,20.9035827
DEVLALI,DVL,NSG5,BHUSAWAL,CR,NASHIK,MAHARASHTRA,73.83729,19.897509
DHULE,DHI,NSG5,BHUSAWAL,CR,DHULE,MAHARASHTRA,74.768847,20.887752
LASALGAON,LS,NSG5,BHUSAWAL,CR,NASHIK,MAHARASHTRA,74.22597599999999,20.154847999999998
MURTIZAPUR,MZR,NSG5,BHUSAWAL,CR,AKOLA,MAHARASHTRA,77.35482499999999,20.736468000000002
NANDGAON,NGN,NSG5,BHUSAWAL,CR,NASHIK,MAHARASHTRA,74.659526,20.307616
NANDURA,NN,NSG5,BHUSAWAL,CR,BULDHANA,MAHARASHTRA,76.46015799999999,20.838889
NEPANAGAR,NPNR,NSG5,BHUSAWAL,CR,BURHANPUR,MADHYA PRADESH,76.397032,21.463933
NIPHAD,NR,NSG5,BHUSAWAL,CR,NASHIK,MAHARASHTRA,74.079481,20.096584
PACHORA JN.,PC,NSG5,BHUSAWAL,CR,JALGAON,MAHARASHTRA,75.34831,20.668385
RAVER,RV,NSG5,BHUSAWAL,CR,JALGAON,MAHARASHTRA,76.044594,21.222201
ACHALPUR,ELP,NSG6,BHUSAWAL,CR,AMRAVATI,MAHARASHTRA,77.51926277764142,21.27760302246017
ACHEGAON,ACG,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA,75.934247,20.976217
ANKAI,ANK,NSG6,BHUSAWAL,CR,NASHIK,MAHARASHTRA,74.4697560736,20.1510279143
ASIRGARH ROAD,AGQ,NSG6,BHUSAWAL,CR,BURHANPUR,MADHYA PRADESH,76.268065,21.378418
ASVALI,AV,NSG6,BHUSAWAL,CR,NASHIK,MAHARASHTRA,73.751085,19.817370999999998
BAGMAR,BMA,NSG6,BHUSAWAL,CR,EAST NIMAR,MADHYA PRADESH,76.3616019397,21.7371288607
BHADLI,BDI,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA,75.672912326,21.0236632507
BISWA BRIDGE,BIS,NSG6,BHUSAWAL,CR,BULDHANA,MAHARASHTRA,76.33919345,20.885157149999998
BORGAON,BGN,NSG6,BHUSAWAL,CR,AKOLA,MAHARASHTRA,77.1796502,20.7290593
CHANDNI,CDI,NSG6,BHUSAWAL,CR,BURHANPUR,MADHYA PRADESH,76.350657,21.427163999999998
CHANDUR BAZAR,CNDB,NSG6,BHUSAWAL,CR,AMRAVATI,MAHARASHTRA,77.741807,21.219451
DONGARGAON,DGN,NSG6,BHUSAWAL,CR,EAST NIMAR,MADHYA PRADESH,76.36406699999999,21.641314
DUSKHEDA,DSK,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA,75.839083,21.073708
GAIGAON,GAO,NSG6,BHUSAWAL,CR,AKOLA,MAHARASHTRA,76.890093,20.720684
GALAN,GAA,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA,75.27700034419999,20.6095998065
GHOTI,GO,NSG6,BHUSAWAL,CR,NASHIK,MAHARASHTRA,73.63594400000001,19.722911
HIRAPUR,HPR,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA,74.9366600031,20.424540226700003
HISVAHAL,HSL,NSG6,BHUSAWAL,CR,NASHIK,MAHARASHTRA,74.57099,20.283239000000002
JALAMB JN.,JM,NSG6,BHUSAWAL,CR,BULDHANA,MAHARASHTRA,76.573236,20.813007000000002
JAMDHA,JMD,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA,74.98554700000001,20.574085
KAJGAON,KJ,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA,75.140405,20.573753
KASBE SUKENE,KBSN,NSG6,BHUSAWAL,CR,NASHIK,MAHARASHTRA,74.02714900000001,20.072296
KATEPURNA,KTP,NSG6,BHUSAWAL,CR,AKOLA,MAHARASHTRA,77.25938099999999,20.723777
KHAMGAON,KMN,NSG6,BHUSAWAL,CR,BULDHANA,MAHARASHTRA,,
KHAMKHED,KMKD,NSG6,BHUSAWAL,CR,BULDHANA,MAHARASHTRA,76.122339,20.904161000000002
KHERWADI,KW,NSG6,BHUSAWAL,CR,NASHIK,MAHARASHTRA,73.973978,20.046948
KHUMGAON BURTI,KJL,NSG6,BHUSAWAL,CR,BULDHANA,MAHARASHTRA,76.401107,20.866943
KURAM,KUM,NSG6,BHUSAWAL,CR,AKOLA,MAHARASHTRA,77.58733000000001,20.808396000000002
LAHAVIT,LT,NSG6,BHUSAWAL,CR,NASHIK,MAHARASHTRA,73.815119,19.852905
MAHEJI,MYJ,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA,75.424619975,20.7689244313
MANA,MANA,NSG6,BHUSAWAL,CR,AKOLA,MAHARASHTRA,77.469063,20.761491
MANDWA,MWA,NSG6,BHUSAWAL,CR,EAST NIMAR,MADHYA PRADESH,76.389861,21.517291
MHASAVAD,MWD,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA,75.4584622504,20.870401921
NAGARDEVLA,NGD,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA,75.1981061108,20.6030016547
NAYDONGRI,NI,NSG6,BHUSAWAL,CR,NASHIK,MAHARASHTRA,74.8366330817,20.3484309504
NEW AMRAVATI,NAVI,NSG6,BHUSAWAL,CR,AMRAVATI,MAHARASHTRA,77.732428,20.902137
NIMBHORA,NB,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA,75.975186,21.160781
ODHA,ODHA,NSG6,BHUSAWAL,CR,NASHIK,MAHARASHTRA,73.910456,20.01601
PANJHAN,PJN,NSG6,BHUSAWAL,CR,NASHIK,MAHARASHTRA,74.606561,20.275504
PARAS,PS,NSG6,BHUSAWAL,CR,AKOLA,MAHARASHTRA,76.815865,20.724519
PARDHADE,PHQ,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA,75.3769414349,20.7292951895
PIMPARKHED,PKE,NSG6,BHUSAWAL,CR,NASHIK,MAHARASHTRA,74.7559997266,20.307455334
SAVDA,SAV,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA,75.91065900000001,21.111116
SHIRSOLI,SS,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA,75.507613,20.932994
SHIRUD,SHF,NSG6,BHUSAWAL,CR,DHULE,MAHARASHTRA,74.876271,20.735376
SHRI KSHETRA NAGJHARI,NGZ,NSG6,BHUSAWAL,CR,BULDHANA,MAHARASHTRA,76.755353,20.761640999999997
SUMMIT,SUM,NSG6,BHUSAWAL,CR,NASHIK,MAHARASHTRA,74.3431299774,20.2117506011
TAKLI,TKI,NSG6,BHUSAWAL,CR,AMRAVATI,MAHARASHTRA,77.65695,20.833253
UGAON,UGN,NSG6,BHUSAWAL,CR,NASHIK,MAHARASHTRA,74.136829,20.122591999999997
VAGHLI,VGL,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA,75.074337,20.522648999999998
VARANGAON,VNA,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA,75.9006577881,21.0097131944
WADODA,WADO,NSG6,BHUSAWAL,CR,BULDHANA,MAHARASHTRA,76.279846955,20.8885446711
WAGHODA,WGA,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA,76.08875499999999,21.255951999999997
WALGAON,WLGN,NSG6,BHUSAWAL,CR,AMRAVATI,MAHARASHTRA,77.71074,21.020729000000003
YAVATMAL,YTL,NSG6,BHUSAWAL,CR,YAVATMAL,MAHARASHTRA,78.11973326839507,20.387302241829445
YEULKHED,YAD,NSG6,BHUSAWAL,CR,AKOLA,MAHARASHTRA,77.07497000000001,20.724559000000003
CHAUK,CHOK,HG2,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.239613,18.902861
HAMARAPUR,HMRR,HG2,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.086161,18.81964
JUICHANDRA,JCNR,HG2,MUMBAI,CR,THANE,MAHARASHTRA,72.87245142,19.35986171
KASU,KASU,HG2,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.079446,18.64059
NAVADE ROAD,NVRD,HG2,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.102716,19.052388999999998
NIDI,NIDI,HG2,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.106567,18.472247
CHIKHLI,CKHS,HG3,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.152541,18.97295
MOHOPE,MHPE,HG3,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.19412,18.943255
OOMBERMALI,OMB,HG3,MUMBAI,CR,THANE,MAHARASHTRA,73.422651,19.628026000000002
RASAYANI,RSYI,HG3,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.151919,18.894001999999997
THANSIT,THS,HG3,MUMBAI,CR,THANE,MAHARASHTRA,73.35181299999999,19.549981
C SHIVAJI MAH T,CSMT,NSG1,MUMBAI,CR,MUMBAI,MAHARASHTRA,,
DADAR,DR,NSG1,MUMBAI,CR,MUMBAI,MAHARASHTRA,72.842972,19.017179
KALYAN JN.,KYN,NSG1,MUMBAI,CR,THANE,MAHARASHTRA,73.12974,19.234716000000002
LOKMANYA TILAK TERMI,LTT,NSG1,MUMBAI,CR,MUMBAI,MAHARASHTRA,72.89173899999999,19.070320000000002
PANVEL,PNVL,NSG1,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.121756,18.990918999999998
THANE,TNA,NSG1,MUMBAI,CR,THANE,MAHARASHTRA,72.97541700000001,19.185757000000002
LONAVALA,LNL,NSG3,MUMBAI,CR,PUNE,MAHARASHTRA,73.407657,18.748883
AMAN LODGE,ANLG,NSG4,MUMBAI,CR,RAIGAD,MAHARASHTRA,,
BHIVANDI ROAD,BIRD,NSG4,MUMBAI,CR,THANE,MAHARASHTRA,73.045654,19.268544000000002
MATHERAN,MAE,NSG4,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.270911,18.989244
IGATPURI,IGP,NSG5,MUMBAI,CR,NASHIK,MAHARASHTRA,73.56237899999999,19.694053
ROHA,ROHA,NSG5,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.12357712000001,18.44649043
APTA,APTA,NSG6,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.152629,18.863471
JITE,JITE,NSG6,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.119827,18.842284
KALAMBOLI,KLMC,NSG6,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.11480900000001,19.035625
KAMAN ROAD,KARD,NSG6,MUMBAI,CR,THANE,MAHARASHTRA,72.919123,19.33655
KHANDALA,KAD,NSG6,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.377469,18.755087
KHARBAV,KHBV,NSG6,MUMBAI,CR,THANE,MAHARASHTRA,72.983444,19.297247
NAGOTHANE,NGTN,NSG6,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.14076899999999,18.539932
NILAJE,NIIJ,NSG6,MUMBAI,CR,THANE,MAHARASHTRA,73.079908,19.155061999999997
PEN,PEN,NSG6,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.0867978516,18.735604455900003
SOMTANE,SMNE,NSG6,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.145524,18.952233
TALOJA PANCHNAND,TPND,NSG6,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.087316,19.078901
AMBARNATH,ABH,SG1,MUMBAI,CR,THANE,MAHARASHTRA,73.184756,19.210382000000003
BADLAPUR,BUD,SG1,MUMBAI,CR,THANE,MAHARASHTRA,73.2390496,19.166388299999998
BHANDUP,BND,SG1,MUMBAI,CR,MUMBAI,MAHARASHTRA,72.93723505,19.14200998
DIVA,DIVA,SG1,MUMBAI,CR,THANE,MAHARASHTRA,73.041905,19.188394
DOMBIVLI,DI,SG1,MUMBAI,CR,THANE,MAHARASHTRA,73.0869,19.218218
GHATKOPAR,GC,SG1,MUMBAI,CR,MUMBAI,MAHARASHTRA,72.908591,19.085984999999997
KURLA JN.,CLA,SG1,MUMBAI,CR,MUMBAI,MAHARASHTRA,72.879375,19.065221
MANKHURD,MNKD,SG1,MUMBAI,CR,MUMBAI,MAHARASHTRA,,
MULUND,MLND,SG1,MUMBAI,CR,MUMBAI,MAHARASHTRA,72.956933,19.172355
MUMBRA,MBQ,SG1,MUMBAI,CR,THANE,MAHARASHTRA,73.02326,19.190223
SION,SIN,SG1,MUMBAI,CR,MUMBAI,MAHARASHTRA,72.864262,19.047725
VIKHROLI,VK,SG1,MUMBAI,CR,MUMBAI,MAHARASHTRA,72.928312,19.11196
AIRAVALI,AIRL,SG2,MUMBAI,CR,THANE,MAHARASHTRA,,
AMBIVLI,ABY,SG2,MUMBAI,CR,THANE,MAHARASHTRA,73.17171,19.267587
BELAPUR C.B.D,BEPR,SG2,MUMBAI,CR,THANE,MAHARASHTRA,,
BYCULLA,BY,SG2,MUMBAI,CR,MUMBAI,MAHARASHTRA,72.833211,18.97695
CHEMBUR,CMBR,SG2,MUMBAI,CR,MUMBAI,MAHARASHTRA,,
CHINCHPOKLI,CHG,SG2,MUMBAI,CR,MUMBAI,MAHARASHTRA,72.832659,18.986789
COTTON GREEN,CTGN,SG2,MUMBAI,CR,MUMBAI,MAHARASHTRA,,
CURREY ROAD,CRD,SG2,MUMBAI,CR,MUMBAI,MAHARASHTRA,72.83265999999999,18.9937
GHANSOLI,GNSL,SG2,MUMBAI,CR,THANE,MAHARASHTRA,,
GOVANDI,GV,SG2,MUMBAI,CR,MUMBAI,MAHARASHTRA,,
GURU TEGHBAHADURNAGA,GTBN,SG2,MUMBAI,CR,MUMBAI,MAHARASHTRA,,
JUINAGAR,JNJ,SG2,MUMBAI,CR,THANE,MAHARASHTRA,,
KALVA,KLVA,SG2,MUMBAI,CR,THANE,MAHARASHTRA,72.997651,19.196049
KANJUR MARG,KJRD,SG2,MUMBAI,CR,MUMBAI,MAHARASHTRA,,
KARJAT,KJT,SG2,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.320691,18.911157999999997
KHANDESHWAR,KNDS,SG2,MUMBAI,CR,RAIGAD,MAHARASHTRA,,
KHARGHAR,KHAG,SG2,MUMBAI,CR,RAIGAD,MAHARASHTRA,,
KINGS CIRCLE,KCE,SG2,MUMBAI,CR,MUMBAI,MAHARASHTRA,,
KOPARKHAIRANE,KPHN,SG2,MUMBAI,CR,THANE,MAHARASHTRA,,
MANSAROVAR,MANR,SG2,MUMBAI,CR,RAIGAD,MAHARASHTRA,,
MASJID,MSD,SG2,MUMBAI,CR,MUMBAI,MAHARASHTRA,72.838561,18.952385
MATUNGA,MTN,SG2,MUMBAI,CR,MUMBAI,MAHARASHTRA,72.84984200000001,19.027347
NAHUR,NHU,SG2,MUMBAI,CR,MUMBAI SUBURBAN,MAHARASHTRA,72.946683,19.154646
NERUL,NEU,SG2,MUMBAI,CR,THANE,MAHARASHTRA,,
SANDHURST ROAD,SNRD,SG2,MUMBAI,CR,MUMBAI,MAHARASHTRA,72.839733,18.962311
SANPADA,SNCR,SG2,MUMBAI,CR,THANE,MAHARASHTRA,,
SEAWOODSDARAVE,SWDV,SG2,MUMBAI,CR,THANE,MAHARASHTRA,,
SEWRI,SVE,SG2,MUMBAI,CR,MUMBAI,MAHARASHTRA,,
SHAHAD,SHAD,SG2,MUMBAI,CR,THANE,MAHARASHTRA,73.158611,19.244702
THAKURLI,THK,SG2,MUMBAI,CR,THANE,MAHARASHTRA,73.09767799999999,19.225768000000002
TILAK NAGAR,TKNG,SG2,MUMBAI,CR,MUMBAI,MAHARASHTRA,,
TITWALA,TLA,SG2,MUMBAI,CR,THANE,MAHARASHTRA,73.202714,19.296504000000002
ULHASNAGAR,ULNR,SG2,MUMBAI,CR,THANE,MAHARASHTRA,73.163466,19.218215
VADALA ROAD,VDLR,SG2,MUMBAI,CR,MUMBAI,MAHARASHTRA,,
VASHI,VSH,SG2,MUMBAI,CR,THANE,MAHARASHTRA,,
VIDYAVIHAR,VVH,SG2,MUMBAI,CR,MUMBAI,MAHARASHTRA,72.897181,19.079258
VITHALWADI,VLDI,SG2,MUMBAI,CR,THANE,MAHARASHTRA,73.149051,19.229233999999998
ASANGAON,ASO,SG3,MUMBAI,CR,THANE,MAHARASHTRA,73.307859,19.439277999999998
ATGAON,ATG,SG3,MUMBAI,CR,THANE,MAHARASHTRA,73.3276912396,19.5031813038
BAMANDONGRI,BMDR,SG3,MUMBAI,CR,RAIGAD,MAHARASHTRA,,
BHIVPURI ROAD,BVS,SG3,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.331324,18.970654999999997
CHUNABHATTI,CHF,SG3,MUMBAI,CR,MUMBAI,MAHARASHTRA,,
DOCKYARD ROAD,DKRD,SG3,MUMBAI,CR,MUMBAI,MAHARASHTRA,,
DOLAVALI,DLV,SG3,MUMBAI,CR,RAIGAD,MAHARASHTRA,,
KASARA,KSRA,SG3,MUMBAI,CR,THANE,MAHARASHTRA,73.472003,19.647159
KELAVLI,KLY,SG3,MUMBAI,CR,RAIGAD,MAHARASHTRA,,
KHADAVLI,KDV,SG3,MUMBAI,CR,THANE,MAHARASHTRA,73.21871043,19.35621892
KHARDI,KE,SG3,MUMBAI,CR,THANE,MAHARASHTRA,73.393442,19.579952
KHARKOPAR,KARP,SG3,MUMBAI,CR,RAIGAD,MAHARASHTRA,,
KHOPOLI,KHPI,SG3,MUMBAI,CR,RAIGAD,MAHARASHTRA,,
KOPAR,KOPR,SG3,MUMBAI,CR,THANE,MAHARASHTRA,73.077841,19.211345
LOWJEE,LWJ,SG3,MUMBAI,CR,RAIGAD,MAHARASHTRA,,
NERAL,NRL,SG3,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.318955,19.027113
PALASDHARI,PDI,SG3,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.32055,18.88409
PAREL,PR,SG3,MUMBAI,CR,MUMBAI,MAHARASHTRA,72.83750400000001,19.009045
RABALE,RABE,SG3,MUMBAI,CR,THANE,MAHARASHTRA,,
REAY ROAD,RRD,SG3,MUMBAI,CR,MUMBAI,MAHARASHTRA,,
SHELU,SHLU,SG3,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.317386,19.062985
TURBHE,TUH,SG3,MUMBAI,CR,THANE,MAHARASHTRA,,
VANGANI,VGI,SG3,MUMBAI,CR,THANE,MAHARASHTRA,73.300967,19.094299
VASIND,VSD,SG3,MUMBAI,CR,THANE,MAHARASHTRA,73.26768899999999,19.406422
BARCHHI ROAD,BCRD,HG2,NAGPUR,CR,BETUL,MADHYA PRADESH,78.311632,21.951502
BARELIPAR,BQM,HG2,NAGPUR,CR,CHHINDWARA,MADHYA PRADESH,78.407732,22.051583
BENODA,BNOD,HG2,NAGPUR,CR,AMRAVATI,MAHARASHTRA,78.180007,21.449662999999997
GANGIWARA,GNW,HG2,NAGPUR,CR,CHHINDWARA,MADHYA PRADESH,78.846139,22.097988
MARKADHANA,MKDN,HG2,NAGPUR,CR,CHHINDWARA,MADHYA PRADESH,78.501566,22.11073
MOWAD,MWAD,HG2,NAGPUR,CR,NAGPUR,MAHARASHTRA,78.451335,21.455554
VARUD,VADR,HG2,NAGPUR,CR,WARDHA,MAHARASHTRA,78.65067138549999,20.7471655405
DARIMETA,DDMT,HG3,NAGPUR,CR,CHHINDWARA,MADHYA PRADESH,78.5411,21.536803
GHUDANKHAPA,GDKP,HG3,NAGPUR,CR,CHHINDWARA,MADHYA PRADESH,78.42563,21.655105000000002
GONDWANA VISAPUR,GNVR,HG3,NAGPUR,CR,CHANDRAPUR,MAHARASHTRA,79.3287230096,19.8826389297
HATNAPUR,HTN,HG3,NAGPUR,CR,BETUL,MADHYA PRADESH,78.334344,21.761852
HIWARKHED,HKNT,HG3,NAGPUR,CR,AMRAVATI,MAHARASHTRA,78.067716,21.40605
LALAWADI,LLD,HG3,NAGPUR,CR,BETUL,MADHYA PRADESH,78.189646,21.930346999999998
MAGARDOH,MGRD,HG3,NAGPUR,CR,BETUL,MADHYA PRADESH,77.894738,22.248104
MALKAPUR ROAD,MALK,HG3,NAGPUR,CR,BETUL,MADHYA PRADESH,77.967468,21.904426
TINKHEDA,TNH,HG3,NAGPUR,CR,NAGPUR,MAHARASHTRA,78.523446,21.407727
NAGPUR,NGP,NSG2,NAGPUR,CR,NAGPUR,MAHARASHTRA,79.089004,21.153567
BALHARSHAH,BPQ,NSG3,NAGPUR,CR,CHANDRAPUR,MAHARASHTRA,79.3485858,19.8490173
BETUL,BZU,NSG4,NAGPUR,CR,BETUL,MADHYA PRADESH,77.90589700000001,21.896393
CHANDRAPUR (MAHARASH,CD,NSG4,NAGPUR,CR,CHANDRAPUR,MAHARASHTRA,79.300505,19.960126000000002
SEVAGRAM,SEGM,NSG4,NAGPUR,CR,WARDHA,MAHARASHTRA,78.619225,20.739076
AJNI,AJNI,NSG5,NAGPUR,CR,NAGPUR,MAHARASHTRA,79.0825197485,21.1268588122
AMLA JN.,AMLA,NSG5,NAGPUR,CR,BETUL,MADHYA PRADESH,78.123187,21.919717000000002
BHANDAK,BUX,NSG5,NAGPUR,CR,CHANDRAPUR,MAHARASHTRA,79.112528,20.084262
BHUGAON,BPK,NSG5,NAGPUR,CR,WARDHA,MAHARASHTRA,78.6700027,20.6738192
CHANDUR,CND,NSG5,NAGPUR,CR,AMRAVATI,MAHARASHTRA,77.9821558,20.8045192
DHAMANGAON,DMN,NSG5,NAGPUR,CR,AMRAVATI,MAHARASHTRA,78.138054,20.784674000000003
GHORADONGRI,GDYA,NSG5,NAGPUR,CR,BETUL,MADHYA PRADESH,78.001987,22.126423
HINGANGHAT,HGT,NSG5,NAGPUR,CR,WARDHA,MAHARASHTRA,78.83392500000001,20.542631
JUNNOR DEO,JNO,NSG5,NAGPUR,CR,CHHINDWARA,MADHYA PRADESH,78.592052,22.191279
KATOL,KATL,NSG5,NAGPUR,CR,NAGPUR,MAHARASHTRA,78.590664,21.263201
MULTAI,MTY,NSG5,NAGPUR,CR,BETUL,MADHYA PRADESH,78.26283000000001,21.783543
NARKHER,NRKR,NSG5,NAGPUR,CR,NAGPUR,MAHARASHTRA,78.52481399999999,21.468725
PANDHURNA,PAR,NSG5,NAGPUR,CR,CHHINDWARA,MADHYA PRADESH,78.525394,21.589996
PARASIA,PUX,NSG5,NAGPUR,CR,CHHINDWARA,MADHYA PRADESH,78.76432,22.193186
